review_description,rating,review_date,preprocessing_review_description,gpt4o_scores,gpt4o_tendency
"It was working fine for a while, until recently when it just started automatically crashing whenever it was opened. I can't access the homepage for more than a second because the app closes on itself.",3,2023/7/10 02:09,working fine recently started automatically crashing whenever opened access homepage second app closes,-0.8,Negative
"Even after updating the app ..i couldnt post story for more than 15seconds ..whereas my friends have the feature of posting the story for 30 seconds.... All the new updates are low for my account ... Let it be reels,notes, notes with music...i received all the features very late",4,2023/7/19 19:37,even updating app couldnt post story 15seconds whereas friends feature posting story 30 seconds new updates low account let reels notes notes music received features late,-0.5,Negative
"Too many bug, the reel option at the center of the home tab can't be seen anymore. I can't even scroll to see the next reel, I have reported this problem from the help section since 18feb, but still nothing has happened yet.",3,2023/7/25 08:50,many bug reel option center home tab seen anymore even scroll see next reel reported problem help section since 18feb still nothing happened yet,-0.8,Negative
"App is facing update issue. For some reason, I can't update the app and when I post stories on this app, I face difficulty in re-posting it as reels. Sometimes, even messaging to a friend is a bit hard considering that this app doesn't allow you to edit your message if there is any grammar or spelling mistakes. Lastly, when I try to contact the support team and tell them about the issue, they don't reply at all. When they do reply, they say they will fix it but still haven't fixed it.",3,2023/6/11 13:43,app facing update issue reason update app post stories app face difficulty posting reels sometimes even messaging friend bit hard considering app allow edit message grammar spelling mistakes lastly try contact support team tell issue reply reply say fix still fixed,-0.7,Negative
"Usually good app. Since May '23, reels failing to upload is beyond frustrating. Editor crashes, hours of editing lost. Why does it not save your failed upload as a draft? Instead, you just lose it. I have to wonder, is it the IG Android app that has all these issues? Is the Apple version flawless? And reach has been ridiculously low for about a year. I have posts from 8 years ago and way less followers that had better reach.",3,2023/5/29 23:20,usually good app since may 23 reels failing upload beyond frustrating editor crashes hours editing lost save failed upload draft instead lose wonder ig android app issues apple version flawless reach ridiculously low year posts 8 years ago way less followers better reach,-0.8,Negative
"Well, for starters, there is zero means of support, just articles that don't address the actual problem. Even when there are national outages, there are no means of reporting it, besides waiting for enough noise to be created around it. But still unable to share Spotify songs to instagram story, just causes the application to crash. Reinstalling and clearing cache doesn't resolve, and Spotify claims the issue is on instagrams end. Am I able to report that? Nope.",1,2023/5/27 18:13,well starters zero means support articles address actual problem even national outages means reporting besides waiting enough noise created around still unable share spotify songs instagram story causes application crash reinstalling clearing cache resolve spotify claims issue instagrams end able report nope,-0.5,Negative
I enjoy this app this is easy to use but the fraustrating thing is it lacks all the time when I started making reels it lacks and didn't shoot perfectly and some songs are also not available in this app it going so difficult sometimes when you are out and want to shoot some videos,1,2023/7/25 05:13,enjoy app easy use fraustrating thing lacks time started making reels lacks shoot perfectly songs also available app going difficult sometimes want shoot videos,-0.2,Negative
Stupid app. development. You can't unlike older posts. Sometimes you can do 100 at a time but then the stupid algorithm doesn't let you anymore neither after many hours that have passed. I reported the problem several times but they won't bother fixing it. Not mentioning that my posts are no longer engaging with other people on the platform. This app. makes me sick.,1,2023/7/24 08:15,stupid app development unlike older posts sometimes 100 time stupid algorithm let anymore neither many hours passed reported problem several times bother fixing mentioning posts longer engaging people platform app makes sick,-0.9,Negative
"SORT BY RECENT OPTION GONE FROM TAGS! Bring it back! The interface is bad enough with it auto navigating back to the home feed from pages, causing you to lose your place, and randomly reordering posts. I check my local area's tattoo tags daily to find new events and available flash, and now there's no way to do that. Many of the posts are time sensitive, so being able to see what's new easily is crucial. Not to mention the push to only see what's already popular. Barely usable.",1,2023/6/6 20:44,sort recent option gone tags bring back interface bad enough auto navigating back home feed pages causing lose place randomly reordering posts check local area tattoo tags daily find new events available flash way many posts time sensitive able see new easily crucial mention push see already popular barely usable,-0.8,Negative
I logged myself out on accident and now everytime I've tried to reset my password it says invalid parameters. I've been locked out of my account for months and have contacted instagram support with no response!! I've tried all combinations of passwords even the easiest ones but nothing has worked.,1,2023/7/10 07:21,logged accident everytime tried reset password says invalid parameters locked account months contacted instagram support response tried combinations passwords even easiest ones nothing worked,-0.8,Negative
"Its a pretty good app but I have 2 issues 1. It only sends me notifications when someone goes live SOMETIMES. It doesn't send me notifications for posts, reels, or anything 2. It would be nice to be able to pause while I'm watching something instead of it just muting the audio Also as for the 1st one I've already made sure Sol the notification settings were right on the app and in my phone settings",3,2023/6/12 22:11,pretty good app 2 issues 1 sends notifications someone goes live sometimes send notifications posts reels anything 2 would nice able pause watching something instead muting audio also 1st one already made sure sol notification settings right app phone settings,0.2,Positive
From last few days I'm facing lots of issues while opening instagram.Always after updating the app it lags all the time.It has got so many bugs and glitches.It becomes very difficult to use the app because it genuinely crashes.While opening the app most of the time automatic without even sliding camera section turns on.Kindly fix all these issues.,3,2023/7/23 08:05,last days facing lots issues opening instagram always updating app lags time got many bugs glitches becomes difficult use app genuinely crashes opening app time automatic without even sliding camera section turns kindly fix issues,-0.8,Negative
"Goes without saying i like this app, however, as of lately been having login issues. I had to uninstall and install several times. It works good then the login issues arise again. Now, I'm having issues. ""ERROR: Sorry we couldn't do complete your request. Please try again later."" ?銝????叟貔??????叟??Update: still the same login issues. I saved my login information and still have to input my info. Keep getting emails to rectify this...ok ????",3,2023/7/15 00:07,goes without saying like app however lately login issues uninstall install several times works good login issues arise issues error sorry complete request please try later update still login issues saved login information still input info keep getting emails rectify ok,-0.8,Negative
"All okay about this app except messaging. because, when someone sends message to me sometimes message is not showing automatically I had to refresh the chat page , after refreshing the chat page then the notification shows. Then online green mark Is not accurate when we leave the app, the online green mark still showing for a mins.",4,2023/7/9 00:17,okay app except messaging someone sends message sometimes message showing automatically refresh chat page refreshing chat page notification shows online green mark accurate leave app online green mark still showing mins,-0.5,Negative
"App is getting more bugged as time goes on. At the point where they pile up and it's becoming basically un-usable. A list of issues I have include: Cant upload due to a real being frozen in mid upload even after trying to upload for 2 days with solid wifi (also meaning I can't switch or log out of my account) Cant cancel uploading process App is generally slow (reels and editing especially) Can't send bug reports in app because ""request fails to send) And more that I don't have space to write...",2,2023/5/5 01:50,app getting bugged time goes point pile becoming basically un usable list issues include cant upload due real frozen mid upload even trying upload 2 days solid wifi also meaning switch log account cant cancel uploading process app generally slow reels editing especially send bug reports app request fails send space write,-0.8,Negative
"one feature that i can think of right now is that when we swipe from the home page to post something then the device freezes for a while. also, sometimes when i get a notification on some other account then on all of my accounts, it shows that red dot over the notification button. it would be great if these bugs would be fixed.",4,2023/5/11 16:50,one feature think right swipe home page post something device freezes also sometimes get notification account accounts shows red dot notification button would great bugs would fixed,-0.5,Negative
"New problem, pls do something.. It's really hurd to find something when you create your story, with add many pics, or some elements. Why is it not possible to immediately select the desired folder in my phone and search for the desired photo in it. So now all scrolling is reset to the beginning. I'm glad that you're updating the functionality and changing something, I wish you development and prosperity.?甇??甇??甇??甇??甇?",3,2023/5/8 17:43,new problem pls something really hurd find something create story add many pics elements possible immediately select desired folder phone search desired photo scrolling reset beginning glad updating functionality changing something wish development prosperity,0.2,Positive
"My instagram is crashing again and again. I am not being able to open the app. Tried every way, but still its of no use. Humble request to the developers, please do something. Help. My account is grace_love827. Please developers do something and try to fix it. My network is good, I restarted my device, I cleared cache, I reinstalled everything but nothing happened. It was of no use. Developers, p,ease take some action as fast as you can. The problem is taking too long to resolve.",1,2023/7/8 14:07,instagram crashing able open app tried every way still use humble request developers please something help account grace_love827 please developers something try fix network good restarted device cleared cache reinstalled everything nothing happened use developers ease take action fast problem taking long resolve,-0.5,Negative
"My old account got suspended and I don't know even why, Instagram did not give me a reason as to why not helped me with this problem, I confirmed that it's my account through the number and email but I did not get anything in return, no explanation. They forced me to log out of my account and I cannot log back in. I want this issue to be fixed, there are drawings that I don't have in my gallery anymore there and it would be a shame to loose them after all these years.",4,2023/7/16 19:52,old account got suspended know even instagram give reason helped problem confirmed account number email get anything return explanation forced log account log back want issue fixed drawings gallery anymore would shame loose years,-0.8,Negative
"makes you beta tester for no reason, then makes you have features that people don't have and some of the default features don't show up for some reason. and after a while makes your app crash when trying to see a group chat. edit: part of dark mode just becomes light mode randomly. when you try to reload your dms certain group chats just disappear and only reappear when you log out and in. and this isn't for only my phone, this is across multiple androids. if I could it would be zero stars.",1,2023/7/1 08:56,makes beta tester reason makes features people default features show reason makes app crash trying see group chat edit part dark mode becomes light mode randomly try reload dms certain group chats disappear reappear log phone across multiple androids could would zero stars,-0.9,Negative
Hate the limitations with the square photo and Video crops. And for some reason it doesn't always show all my photos when I'm selecting. I see more photos in the Photos app.,3,2023/7/8 01:58,hate limitations square photo video crops reason always show photos selecting see photos photos app,-0.8,Negative
App crashes on Android. Tried uninstalling and re-installing but app would not open. I get a message saying that the app has a bug and to try to reinstall it after the developer has fixed the bug.,1,2023/7/7 22:28,app crashes android tried uninstalling installing app would open get message saying app bug try reinstall developer fixed bug,-0.8,Negative
"New Update is TERRIBLE Moving all the icons will mess me up for ages, and now instead of the post button being centrally located, it's reels? What even are reels? And Instagram wasn't made for shopping, so I really don't know why that's taken center stage either. I will be using instagram less because of this terrible update",4,2023/7/22 18:36,new update terrible moving icons mess ages instead post button centrally located reels even reels instagram made shopping really know taken center stage either using instagram less terrible update,-0.8,Negative
"Instagram used to automatically adjusts to the dark mode I have set on my phone, but recently the app would be an odd combination of light and dark mode. The format would be dark but the text would be grey like how it is on light mode. And other features of the app are white while others are dark. Resetting the app seems to fix the issue, but only temporarily. If you go to a different app or put your device on sleep/lock it, it goes back to this black/white combo. Please fix this issue.",1,2023/6/22 03:56,instagram used automatically adjusts dark mode set phone recently app would odd combination light dark mode format would dark text would grey like light mode features app white others dark resetting app seems fix issue temporarily go different app put device sleep lock goes back black white combo please fix issue,-0.8,Negative
"Only words load, photos and video do not. I've restarted my phone, Uninstalled and reinstalled, checked wifi speed, and cleared cache. It's been unusable for months now. I've tried reaching out and reporting the issue. No response.",1,2023/7/18 22:32,words load photos video restarted phone uninstalled reinstalled checked wifi speed cleared cache unusable months tried reaching reporting issue response,-0.8,Negative
"I cannot open profiles that is provided on other apps such as facebook and tiktok.. whenever I click on their Instagram account link, it will bring me to the Instagram app but only to buffer on the person's name, no profile and pictures..I have to search for the person manually on the search bar..",2,2023/7/12 18:00,open profiles provided apps facebook tiktok whenever click instagram account link bring instagram app buffer person name profile pictures search person manually search bar,0,Neutral
"When I select a text, there are only three options ' report like copy'. No options for reactions or to reply can be seen.I cannot reply even by swiping on the text. The mode also changes automatically, sometimes it's dark mode, sometimes light mode. I uninstalled and reinstalled many times. Nothing worked. I also tried reporting but the bug report does not upload. Kindly fix this.",1,2023/6/21 06:45,select text three options report like copy options reactions reply seen reply even swiping text mode also changes automatically sometimes dark mode sometimes light mode uninstalled reinstalled many times nothing worked also tried reporting bug report upload kindly fix,-0.5,Negative
"Instagram has become a bad app, and the processing system of it is slow. I've been trying to sign up for the past days, but every time I get to the part where I have to agree, it tells me ""we're sorry, something went wrong, please try again"" and I gave tried multiple times. Instagram should really update their app. I've even tried deleting it, then downloading it, but nothing helps.",1,2023/5/21 05:44,instagram become bad app processing system slow trying sign past days every time get part agree tells sorry something went wrong please try gave tried multiple times instagram really update app even tried deleting downloading nothing helps,-0.8,Negative
"Edit: I'm not sure how many times I've done this. I use dark mode. After a while, if I back out of a chat, either the upper, or lower part of the screen turn white. If I back out to my FYP, the entire screen switches to white, forcing me to exit the app, and return to it. Not even uninstalling, and reinstalling it worked.",1,2023/6/19 00:57,edit sure many times done use dark mode back chat either upper lower part screen turn white back fyp entire screen switches white forcing exit app return even uninstalling reinstalling worked,-0.7,Negative
"Recently started only showing you one line at a time when you're commenting, making it impossible to actually type a comment without having to scroll backwards and forwards every time you type four words as the previous text is now entirely obscured. Navigating back and forwards a hundred times to ensure your sentences are cohesive is infuriating - especially when you stop your cursor at the place you want to read and it jumps back or forwards again, which it does constantly. Rubbish app.",1,2023/7/3 04:36,recently started showing one line time commenting making impossible actually type comment without scroll backwards forwards every time type four words previous text entirely obscured navigating back forwards hundred times ensure sentences cohesive infuriating especially stop cursor place want read jumps back forwards constantly rubbish app,-0.9,Negative
"This new update doesn't let people see the recent/latest posts on hashtags, it just shows you the top posts and top recent posts, but there's barely any difference between the two. This messes with the algorithm (which is bad as it is anyway) and affects growing artists in a really bad way. If Instagram keeps having these kinds of unnecessary updates, I'm definitely going to move over to a different app.",1,2023/6/10 19:01,new update let people see recent latest posts hashtags shows top posts top recent posts barely difference two messes algorithm bad anyway affects growing artists really bad way instagram keeps kinds unnecessary updates definitely going move different app,-0.8,Negative
"performance wise the app is fine. my whole issue is this stupid reels function they are pushing incredibly hard that absolutely blows compared to TikTok. I can't pause a reel only mute, u can't rewind, fast forward or even restart a reel & overall they are just awful in comparison to TikTok. just frustrating to use especially when I run into a reel I'm genuinely interested in watching & I end up fighting with the app to do anything that makes any sense..",2,2023/5/4 22:24,performance wise app fine whole issue stupid reels function pushing incredibly hard absolutely blows compared tiktok pause reel mute rewind fast forward even restart reel overall awful comparison tiktok frustrating use especially run reel genuinely interested watching end fighting app anything makes sense,-0.8,Negative
"Kinda dookie. After a recent update, even just swiping over to the DM list would crash. Then, I opted out of the beta program. That problem was solved, yet I have still had to delete and recreate DMs from scratch because they would crash as soon as I opened them. Not to mention, sometimes as little as 10 reels viewed consecutively will crash the app. I am on a Galaxy S23 ultra, which had no problems with instagram for months prior to this update.",2,2023/6/9 22:58,kinda dookie recent update even swiping dm list would crash opted beta program problem solved yet still delete recreate dms scratch would crash soon opened mention sometimes little 10 reels viewed consecutively crash app galaxy s23 ultra problems instagram months prior update,-0.8,Negative
"everything was good until a week ago, it freezes constantly. I can't see anything in my feed. i have uninstalled and reinstalled the app and nothing changes for the better. it this problem persists I will close my account for good. **Update** Everything that wasn't working fine is fixed. But now... when someone share a post or reel via Whatsapp, don't open.",3,2023/5/15 23:08,everything good week ago freezes constantly see anything feed uninstalled reinstalled app nothing changes better problem persists close account good update everything working fine fixed someone share post reel via whatsapp open,-0.5,Negative
"Instagram reels lags horrendously. Its not my wifi. Its not my phone, and if it is, I would rather be aware of it or have it not available to my phone period. 2 months have passed since my last review and now the app rarely opens. It brings me to my homepage and shuts itself off.",1,2023/7/9 22:52,instagram reels lags horrendously wifi phone would rather aware available phone period 2 months passed since last review app rarely opens brings homepage shuts,-0.8,Negative
I'm love Instagram but it's not working properly it keeps freezing and when my friend's unsend messages I can still see them and sometimes it's stops working to the point where I can't send messages and I wish it had where if you clicked on you the messages the person send that you can remove it from your end as well and now messages themes aren't working,2,2023/7/8 02:49,love instagram working properly keeps freezing friend unsend messages still see sometimes stops working point send messages wish clicked messages person send remove end well messages themes working,-0.5,Negative
I still don't have the messenger chat features available even after 2 years of their release. Sent multiple bug reports but nothing in reply. Really frustrating Edit: Now even filters have stopped working after the latest update. Stooping to new levels of being pathetic every single day.,1,2023/7/12 07:32,still messenger chat features available even 2 years release sent multiple bug reports nothing reply really frustrating edit even filters stopped working latest update stooping new levels pathetic every single day,-0.9,Negative
"I am facing an issue, and there is no way to report the issue through the app itself. Anyways, so while creating reels, glitch like images are appearing in the video. It's pretty annoying when you have already tried to create that particular video several times to get rid of anything. Nothing seems to work.",2,2023/6/27 06:32,facing issue way report issue app anyways creating reels glitch like images appearing video pretty annoying already tried create particular video several times get rid anything nothing seems work,-0.7,Negative
"Edit - another new issue now if I go out of the app it refreshes the whole app so I can't just reopen back to the reel i was just watching! I've been using instagram for a long time now and used to love it. I'm so sick of trying to upload photos and make all the edits then upload them and none of the edits have saved! I've tried deleting the app and reloading, force stop, making sure my changes have been saved in that screen pre upload but nothing freaking works! It's absolutely rubbish!",1,2023/6/25 06:34,edit another new issue go app refreshes whole app reopen back reel watching using instagram long time used love sick trying upload photos make edits upload none edits saved tried deleting app reloading force stop making sure changes saved screen pre upload nothing freaking works absolutely rubbish,-0.9,Negative
"It could be much more bette. I can't know the date of a posted photo becase you changed date format from determined date to weekes ago, and it's really disappointing thing. I can't change this format in settings. Also I've offed all notifications from Instagram because it sends me notifications about new reels, new stories that my subscriptions posted, but I don't need so much notifications, I just need to know who messaged me and nothing. So why can't I change it in settings? Unuser-friendly",2,2023/6/10 07:58,could much bette know date posted photo becase changed date format determined date weekes ago really disappointing thing change format settings also offed notifications instagram sends notifications new reels new stories subscriptions posted need much notifications need know messaged nothing change settings unuser friendly,-0.8,Negative
"The new update is terrible. Unless there is a glitch that needs fixing, the new update is only allowing the hashtags to see the new trending stuff or the most popular posts. Before the update, the algorithm was alright, now artists with little to no followers can't get their content out there. Not just artists, but people who rely on Instagram to get money via commissioning.",1,2023/7/17 14:49,new update terrible unless glitch needs fixing new update allowing hashtags see new trending stuff popular posts update algorithm alright artists little followers get content artists people rely instagram get money via commissioning,-0.4,Negative
"I've always loved Instagram mainly because of how connected it is. It's one of the only apps that actually gives androids the new updates too, like darkmode, and just new buttons in general making us all feel like part of the team. I did notice a few mishaps though, like a lot of really bad, illegal content showing up, but reporting it does absolutely nothing. I really would like it if you all would at least try to get to it instead of just saying, ""Oh sorry, reporting doesn't actually work.""",4,2023/6/9 06:29,always loved instagram mainly connected one apps actually gives androids new updates like darkmode new buttons general making us feel like part team notice mishaps though like lot really bad illegal content showing reporting absolutely nothing really would like would least try get instead saying oh sorry reporting actually work,-0.2,Negative
"I love the app but there is some thing i want to be changed again. So, under the every post it used to show posted datr, month and year but now, after update it only some for example 1, 9 or 26, 56 weeks ago. It really confuses because you have to do math, also not sure if you really get exact time by counting. Would really be happy if it goes back again to original like before.",5,2023/6/6 16:34,love app thing want changed every post used show posted datr month year update example 1 9 26 56 weeks ago really confuses math also sure really get exact time counting would really happy goes back original like,0.2,Positive
"The app was working fine till certain accounts don't have access to certain features. I have about 3 or 4 accounts, but there's somthing rwrong with two of them. One doesn't have the swipe to reply to specific messages feature, and the other just straight up doesn't have the option to share reels and post to my story. The button is GONE and I'm so confused why when my other account has it. PLEASE FIX THIS!!!!",2,2023/5/15 16:01,app working fine till certain accounts access certain features 3 4 accounts somthing rwrong two one swipe reply specific messages feature straight option share reels post story button gone confused account please fix,-0.5,Negative
"I'm late to the party. Being owned by the biggest SM company on the planet i thought I'd find a solid stable feature rich app with little to no issues. Not the case at all. Bugged from first install, not fixed by reinstalling and an issue that's unacceptable given its pedigree and time on the market. An issue that a Google search returns hundreds of search results for.",1,2023/5/28 03:25,late party owned biggest sm company planet thought find solid stable feature rich app little issues case bugged first install fixed reinstalling issue unacceptable given pedigree time market issue google search returns hundreds search results,-0.8,Negative
"This app is trash. It has ruined friendships and relationships. It pulls me away from enjoying my passions, or from accomplishing work. It makes me sadn anxious, and causes panic and dissassociation. I miss when the world wasn't controlled by algorithm. Update - the app continues to collapse into ruin. We thought we could fight it off, and many died in the blasts... but Metas soldiers kept pushing... slaughtering.... it was the most horrific thing I'd ever witnessed.",1,2023/6/6 03:34,app trash ruined friendships relationships pulls away enjoying passions accomplishing work makes sadn anxious causes panic dissassociation miss world controlled algorithm update app continues collapse ruin thought could fight many died blasts metas soldiers kept pushing slaughtering horrific thing ever witnessed,-1,Negative
"Buggy is an understatement. I have two accounts and they have different layouts (one has reels one doesn't, one has the new notes feature the other doesn't etc), swiping out the app will leave it broken and glitched out with inverse colours, can't send or receive messages..and it seems to be a problem with a majority of android users. Fix the app!",1,2023/6/19 09:32,buggy understatement two accounts different layouts one reels one one new notes feature etc swiping app leave broken glitched inverse colours send receive messages seems problem majority android users fix app,-0.8,Negative
"The app started glitching, telling me that it couldn't refresh my feed, stopped letting me post to my story, or do anything else on the app. I tried to switch to a different account to log out of the first one so I could log in again, and now it's locked me out of all of my accounts. I uninstalled and reinstalled the app, and all it gives me is a white screen that says ""Page isn't available right now,"" So now I am completely locked out of all of my accounts, including my business account. Great.",1,2023/5/21 22:52,app started glitching telling refresh feed stopped letting post story anything else app tried switch different account log first one could log locked accounts uninstalled reinstalled app gives white screen says page available right completely locked accounts including business account great,-1,Negative
It told me there was an urgent update and that I needed to update the app but could still use it while it was updating. After updating a lot of my chats themes are missing and I put them back but they disappearel again. Please fix it. You updated the app and now it doesn't tell you the exact date for when something was posted. This is very inconvenient please fix it. Nobody wants to know that it was 52 weeks ago we want to know the exact date.,1,2023/7/7 02:22,told urgent update needed update app could still use updating updating lot chats themes missing put back disappearel please fix updated app tell exact date something posted inconvenient please fix nobody wants know 52 weeks ago want know exact date,-0.5,Negative
Timeline no longer shows me any new posts. Update 12/10/2020: stories are now broken and I cannot preview what I'm posting in the rare instance the app doesn't crash when I try to take a picture. Update 7/9/23: timeline crashes app completely.,1,2023/7/9 10:35,timeline longer shows new posts update 12 10 2020 stories broken preview posting rare instance app crash try take picture update 7 9 23 timeline crashes app completely,-0.8,Negative
First I had a review but I can only leave one. So I had to delete my old review to make another one. Second idk what happened since they came out with threads(which I have not signed up for at all yet) but since the roll out of threads it has been really glitchy for me. I click on the app and it starts to load them shuts off. Other times I click on it. It'll let me scroll through 3...4 pics then shut down.,1,2023/7/9 12:04,first review leave one delete old review make another one second idk happened since came threads signed yet since roll threads really glitchy click app starts load shuts times click let scroll 3 4 pics shut,-0.5,Negative
"Why am I seeing the same reels and photos I've liked again in my home page. And i get irrelevant content in my suggestions. I'm not liking it. Too much importance is given to reels in home page. I want more photos to be shown too. Another concern, when i scroll through the reels. i can't see the next reel. I can only hear the sound. Fix this glitch. Thank you",3,2023/6/25 04:22,seeing reels photos liked home page get irrelevant content suggestions liking much importance given reels home page want photos shown another concern scroll reels see next reel hear sound fix glitch thank,-0.5,Negative
"I enjoy the app. It usually works very smoothly but it unfortunately crashes repeated when I create reels, that's My only issue with the app. Updating this review months later. Appreciate the new editing features within the reels maker. Unfortunately the app still crashes at least 3 times a pop when. making reels. Works eventually tho. Ty.",4,2023/5/25 18:09,enjoy app usually works smoothly unfortunately crashes repeated create reels issue app updating review months later appreciate new editing features within reels maker unfortunately app still crashes least 3 times pop making reels works eventually tho ty,-0.2,Negative
The app was going great but from a day my Instagram isn't even opening. It says Instagram is experiencing crashes and I should contact their customer service. I even reinstalled the app but nothing works. Pls solve the issue as soon as possible.,1,2023/7/7 17:18,app going great day instagram even opening says instagram experiencing crashes contact customer service even reinstalled app nothing works pls solve issue soon possible,-0.5,Negative
"Garbage reels editor. Just got out of trying to post an edit which i spent weeks on and found out after posting that insta had muted my entire video. Had to re-edit and split my video in 2, sync the audio up using insta's own music tool in the reels editor (that only allows you to start from certain parts of songs so that was a real pain). App kept telling me it was processing even though i knew it wasn't going to work.",1,2023/6/23 12:53,garbage reels editor got trying post edit spent weeks found posting insta muted entire video edit split video 2 sync audio using insta music tool reels editor allows start certain parts songs real pain app kept telling processing even though knew going work,-0.8,Negative
"The app is constantly changing without any warning and ar the moment, I'm struggling to post anything AT ALL in my stories because it just says ""posting"" with a grey screen and when I close the app and come back, it's just been completely deleted. I have been dealing with this for 2 weeks now, and I can very rarely post in my story because of it. I don't understand why since I've un and reinstalled Instagram multiple times. It's really making me feel like leaving the app completely.",2,2023/5/3 21:31,app constantly changing without warning ar moment struggling post anything stories says posting grey screen close app come back completely deleted dealing 2 weeks rarely post story understand since un reinstalled instagram multiple times really making feel like leaving app completely,-0.8,Negative
"Needs more editing features after posting Would like to be able to add music or filters to my photos or videos after posting them, and any other features that are there before posting to be able to use them after posting aswell, sometimes I forget to add music and then I can't do it because I've already posted a videos",3,2023/7/11 14:51,needs editing features posting would like able add music filters photos videos posting features posting able use posting aswell sometimes forget add music already posted videos,-0.2,Negative
"I love this app. I have been using it for years, but lately when I want to post a video to my story it just says ""posting"" the whole time, then disappears. The same goes with when I add music to a picture, or stickers, gifts etc. The only thing that I can post on my story is a picture only and I'm not the only who is having this problem. Please fix this ASAP. Thank u",2,2023/7/5 06:44,love app using years lately want post video story says posting whole time disappears goes add music picture stickers gifts etc thing post story picture problem please fix asap thank u,0.2,Positive
Updated the app recently (7/7/23) and it has been bugging out since. Open for maybe 3 secs and then closes with a message to clear the cache and that there is a bug. Wonderful.,1,2023/7/8 00:22,updated app recently 7 7 23 bugging since open maybe 3 secs closes message clear cache bug wonderful,-0.5,Negative
"I don't know what's wrong with my account! I still haven't got the new updates where people can pull a certain message and reply to it. I don't have the option to change themes of chats. Also I can't give any other reaction except for the old heart one! This is getting so annoying!! I have sent feedback many times! Yet they aren't doing any good! Oh another problem is, if someone mentions me on their stories in Facebook, if i share the story in my feed, it won't show up to Instagram. Annoyed ??",2,2023/5/25 06:54,know wrong account still got new updates people pull certain message reply option change themes chats also give reaction except old heart one getting annoying sent feedback many times yet good oh another problem someone mentions stories facebook share story feed show instagram annoyed,-0.5,Negative
"This app is annoying, to say the least. I don't post every day, maybe about once or twice every 2 or 3 weeks. However, every time I do, it crashes. The videos that come out on my feed are too big for my screen, so I can never see the complete frame. It crashed so bad it logged me off and won't accept my password. I decided to create a new one and it doesn't accept any of the passwords I try. All it says is ""invalid parameters"", without it even telling me what the parameters are.",1,2023/6/9 05:37,app annoying say least post every day maybe twice every 2 3 weeks however every time crashes videos come feed big screen never see complete frame crashed bad logged accept password decided create new one accept passwords try says invalid parameters without even telling parameters,-0.9,Negative
"I'm having an issue where I'm unable to edit my captions on a post. I tried creating a new post and the captions didn't show up. ?? I would also really like to have the ""recent"" tab added back to the search bar",3,2023/7/18 17:04,issue unable edit captions post tried creating new post captions show would also really like recent tab added back search bar,-0.5,Negative
"Instagram has terrible customer service, because there actually isn't any for the average user. My art account??d account I used for years with no violation warnings??她t wrongfully deactivated for spam. I mainly just followed others and liked/saved posts, I didn't even post much on the account (but may have more in the future). It doesn't look like I'll be getting it back. If I don't get it back, I don't think I'll ever be using Instagram again because of it's customer service.",1,2023/7/22 00:54,instagram terrible customer service actually average user art account account used years violation warnings got wrongfully deactivated spam mainly followed others liked saved posts even post much account may future look like getting back get back think ever using instagram customer service,-0.8,Negative
"I really like Instagram, but lately they've updated the hashtags AGAIN and broke them AGAIN. Now it only shows random top hashtags and you can't see the most recent hashtags. Or if a hashtag has fewer posts or is newer it hides a lot of the posts. You can select ""top recent"" but it shows the same images and photos. I really liked being able to see recent posts because I could actually discover newer content and new people. The reels uploader has also been glitching out lately.",2,2023/7/10 13:28,really like instagram lately updated hashtags broke shows random top hashtags see recent hashtags hashtag fewer posts newer hides lot posts select top recent shows images photos really liked able see recent posts could actually discover newer content new people reels uploader also glitching lately,-0.5,Negative
"Instagram has been glichy for a long time, but the newest glitch is infuriating. I hadn't been on Instagram much, and when I come back i can't like anything. Why? Apparently they think I've been spamming. I can't like, comment, follow or unfollow for 7 days. I investigated it more today, and I haven't done any of the things they say are spam. Furthermore, when I check my account status it says all the features are open to me. ._. Says it's supposed to end today but not for another 2 days.",2,2023/7/15 04:56,instagram glichy long time newest glitch infuriating instagram much come back like anything apparently think spamming like comment follow unfollow 7 days investigated today done things say spam furthermore check account status says features open _ says supposed end today another 2 days,-0.8,Negative
"Get rid of auto swipe/scroll! The app now automatically moves to the next carousel photo and auto scrolls on the screen, while you're still looking at or reading the post you stopped on. There is currently no way to turn this setting off.",1,2023/7/24 02:54,get rid auto swipe scroll app automatically moves next carousel photo auto scrolls screen still looking reading post stopped currently way turn setting,-0.8,Negative
If there was a option to give 0 stars i would have done that ....this is being very frustrated... I updated the app and now. For a month I can't use message option! What is happening to this application....this is very bad ...at first it was a very good app but now it's being very much frustrating Hope they'll be make it good again,1,2023/7/11 03:29,option give 0 stars would done frustrated updated app month use message option happening application bad first good app much frustrating hope make good,-0.8,Negative
"From 3 months, I am not getting the watch reels option at all. I am just getting create reels option in middle bottom of the place. I just enjoy watching reels, which i am unable to. If anyone send me any reels but after opening this reel instagram not allowing to scroll. Many times i uninstall & re install this application but nothing changed Very bad experience with this application. This is a very dissatisfying. Please fix it as soon as possible!! glitch",1,2023/5/7 08:46,3 months getting watch reels option getting create reels option middle bottom place enjoy watching reels unable anyone send reels opening reel instagram allowing scroll many times uninstall install application nothing changed bad experience application dissatisfying please fix soon possible glitch,-0.8,Negative
